patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
0fc98d2e-030f-4be9-9f17-8f9323c97a1e,An Hoàng,572773826460,14/07/1962,0192845525,buijohn@gmail.com,"721 Ông Khoa Hoàng
JohnQuận, 701761",Tim mạch,5.06,Chị Hà Hoàng,04/01/2026
5a9c0679-2c3d-47e2-ad39-da75aee70ab2,Thành Quang Vũ,917851385445,02/12/1967,0971075633,john98@yahoo.com,"68 Chi Mai
JaneQuận, 539599",Tiểu đường,8.45,Hạnh Hữu Phạm,15/04/2026
b69f75c5-c82b-41be-a1eb-64e6fd498e20,Bà Nhật Trần,770299295966,26/12/2001,0535748595,janenguyen@yahoo.com,"407 Phương Phú Vũ phố JohnPhường, 352867",Huyết áp cao,10.62,Ngọc Vũ,11/04/2026
d8b48ead-9360-4edf-b82b-5b86f2a32efd,Ngọc Nguyễn,048736826911,17/08/1952,0325939933,janenguyen@yahoo.com,"3 Quý ông Trọng Đặng xã JohnThành phố, 158896",Tim mạch,8.38,Lan Phạm,04/03/2026
33932b6c-9d37-4fb6-aafb-3e9054ec84ce,Hồng Trần,633194226865,07/06/2002,0797058162,fnguyen@gmail.com,"851 Thành Nguyễn
JaneHuyện, 243079",Huyết áp cao,5.07,Khoa Hoàng Bùi,27/03/2026
8fddbebc-f7ff-48d4-b509-f08a2c988bca,An Hải Mai,369455158886,04/10/1957,0951877941,john59@gmail.com,"0 Ánh Lê xã JohnHuyện, 881549",Tim mạch,9.35,Quý cô Phương Hoàng,09/05/2026
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Quý cô Hà Hoàng,367747226408,18/12/1967,0763425073,jane50@gmail.com,"0 Cô Vi Hoàng
JohnThị xã, 617033",Tim mạch,4.65,Trung Nguyễn,19/04/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Phương Đặng,572169666309,13/09/1993,0305597824,phamjohn@hotmail.com,"526 Quang Mai Bảo Dương
JanePhường, 132498",Huyết áp cao,9.19,Bảo Nguyễn,27/04/2026
54c29d5c-19ec-4829-8db5-d4412837f418,Anh Tú Dương,329981996059,26/01/1988,0575983399,ole@hotmail.com,"050 Bác Quang Hoàng
JohnThành phố, 126985",Khỏe mạnh,3.86,Châu Trần,08/05/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Lan Hoàng,329715096883,05/01/1942,0140388436,janevu@hotmail.com,"477 Hạnh Phạm JohnThành phố, 800596",Huyết áp cao,8.93,Quý cô Xuân Lê,30/01/2026
d183010f-6319-429b-973e-7bb90f9ca17b,Hạnh Bùi,275327352410,21/09/1999,0604432400,duongjohn@gmail.com,"9 Chi Mai JohnQuận, 232315",Khỏe mạnh,4.11,Ông Vũ Dương,10/05/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Hưng Dương,397739732781,17/09/1941,0615727682,nguyenjohn@hotmail.com,"9 Bà Nhật Nguyễn JohnThành phố, 690016",Tim mạch,6.02,Trọng Phú Dương,26/04/2026
620f230b-439e-454c-a930-16eae0bda1ee,Quý ông Quý cô Vân Vũ,952371006876,19/06/1955,0975147439,maijohn@gmail.com,"3 Phương Bùi
JohnHuyện, 957091",Khỏe mạnh,11.4,Nhiên Mai,21/04/2026
1924c644-af52-4666-b239-09f4dbb54645,Vũ Phú Bùi,164819807704,12/11/1991,0742925010,johnduong@gmail.com,"678 Nhật Nguyễn JaneQuận, 918430",Khỏe mạnh,8.61,Dũng Trí Hoàng,25/04/2026
3fde9814-0ec0-4d4b-9644-1a9d3362d476,Lan Hoàng,605687611249,18/05/2002,0587525680,dbui@gmail.com,"0 Bác Trung Nguyễn
JohnThị xã, 715388",Tiểu đường,11.52,Trọng Phạm,09/04/2026
0706fec2-48fa-4e98-9723-ecdbb0588256,Quý ông Phúc Bùi,125652373415,15/04/1992,0656259045,jane72@gmail.com,"0 Nhật Hữu Lê phố JohnHuyện, 737894",Khỏe mạnh,6.42,Cô Hồng Dương,28/04/2026
4082fcda-7580-44e9-9945-0186da018d29,Quý cô Thành Hoàng,177345475749,15/07/1995,0990802711,jane91@yahoo.com,"9 Chi Nguyễn
JohnHuyện, 389913",Tim mạch,8.5,Dũng Mai,25/01/2026
e651e3e1-3d84-4fc9-83f6-2136846d5a3b,Anh Hưng Đặng,490228403595,09/11/1964,0221823155,johnle@gmail.com,"60 Cô Khoa Trần
JaneXã, 414777",Khỏe mạnh,6.76,Châu Bùi,03/03/2026
ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e,Thành Xuân Dương,442947742229,02/08/1951,0516517680,johnmai@hotmail.com,"17 Ngọc Bùi phố JaneXã, 412848",Tiểu đường,11.37,Duyên Vũ,10/05/2026
91c46efc-fcb8-46bb-a8c0-cbef57b936b0,Quý cô Thảo Trần,464303942904,22/03/1992,0866281372,janeduong@yahoo.com,"743 Quý cô Hồng Trần JanePhường, 550268",Tim mạch,3.56,Tú Lê,01/01/2026
5f8392d5-bb0c-4919-b30c-cff588a5fa0d,Kim Mai,588679252985,11/08/1990,0143308003,john97@yahoo.com,"5 Nhật Mai
JaneQuận, 168458",Khỏe mạnh,7.44,Chị Xuân Phạm,01/03/2026
567c5d44-862c-42fd-98ab-b2e785319f0f,Hạnh Hữu Dương,856728727601,30/01/2008,0700332285,jane61@yahoo.com,"332 Hạnh Phạm JohnThị xã, 771425",Tiểu đường,7.27,Anh Tú Mai,07/01/2026
1bad52a8-a976-4c4d-8c47-2187fea35d37,Bà Nhật Dương,534332491357,13/10/1965,0566084706,jbui@gmail.com,"046 Mai Đặng
JohnXã, 853681",Huyết áp cao,10.96,Huy Hữu Bùi,13/04/2026
3322c68b-9be7-4aec-b2da-81f07f6bd3c6,Cô Mai Nguyễn,790833506158,27/06/1961,0810390339,jane19@yahoo.com,"7 Chị Vân Trần phố JohnXã, 801520",Huyết áp cao,7.24,Khoa Quang Phạm,10/01/2026
41822509-e79f-4f3d-99ee-2c3bb93c4b0b,Quý cô Hạnh Nguyễn,148881079833,02/04/1969,0705195826,hoangjane@gmail.com,"11 Bảo Mai Bảo Nguyễn JaneThị xã, 752011",Tim mạch,7.73,Quý cô Hải Trần,17/04/2026
6676cc75-6699-4af5-9d24-181c2ed087d4,Bảo Đức Phạm,423372094841,02/10/1993,0328094485,wnguyen@gmail.com,"697 Cô Ngọc Mai
JohnPhường, 979269",Huyết áp cao,10.63,Hưng Bảo Bùi,27/04/2026
42f90f92-1036-4a81-8bc4-d7ba70d0ebcb,Chị Vân Phạm,312840333997,03/04/1973,0862394535,rduong@gmail.com,"890 Nhật Hải Phạm
JohnThành phố, 887931",Huyết áp cao,6.8,Bảo Bảo Dương,08/05/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Bà Hà Dương,718051371717,15/11/1968,0461470798,janemai@hotmail.com,"0 Quý cô Hạnh Vũ phố JohnXã, 749137",Tiểu đường,9.64,Linh Đặng,28/01/2026
57423882-f34a-4949-b4ca-0ad7abe5be96,Cô Ánh Bùi,318939749096,05/08/1959,0632106133,janemai@yahoo.com,"554 Chị Thành Lê xã JohnPhường, 878579",Tim mạch,7.93,Hạnh Phạm,26/01/2026
6494dd5c-da29-4905-ae22-a70b1ee93260,Quý cô Ông Hoàng Hoàng,173997046947,08/09/1987,0943945703,lejohn@yahoo.com,"79 Vũ Đặng xã JaneXã, 919023",Khỏe mạnh,8.05,Quý ông Thành Hoàng,14/01/2026
e1f85b33-9b2d-4a2a-99bd-6240a8535961,Phúc Trần,258784448354,12/11/2006,0943804032,jane24@hotmail.com,"JohnQuận
8 Quang Tấn Đặng, 846454",Tim mạch,5.86,Quý cô Hồng Phạm,04/04/2026
ac20af11-ebd3-4927-9865-28e6afc5c20e,Thành Nguyễn,884712705877,17/01/1986,0537657692,jane17@yahoo.com,"8 Cô Dương Đặng phố JaneQuận, 155642",Tim mạch,7.35,Quang Hoàng,09/04/2026
aef2ab2f-495f-42fc-bbc8-c77e29330fc4,Trọng Hoàng,221641758231,10/10/1985,0778943191,qhoang@gmail.com,"8 Quý cô Hà Vũ
JohnThị xã, 506380",Tim mạch,10.07,Bà Bảo Hoàng,08/01/2026
9edd2182-33fd-462d-8057-e470be6127a8,Quang Văn Nguyễn,334845871493,06/04/1975,0009004047,john59@hotmail.com,"281 Nhật Đặng
JaneQuận, 268746",Tiểu đường,4.96,Nhiên Hữu Trần,03/03/2026
27591ad4-0a39-4bf7-a7a1-58a0efffa2f4,Ánh Lê,925236229258,28/11/1996,0692105336,jane10@gmail.com,"3 Thảo Nguyễn
JaneThành phố, 466375",Khỏe mạnh,8.03,Hà Trần,13/02/2026
c0ae0b1a-f347-4736-b7ec-07a64b27b079,Quý ông Phúc Hoàng,796434745245,23/11/1967,0514604014,johntran@hotmail.com,"48 Duyên Đặng
JaneThành phố, 410833",Tim mạch,8.04,Lan Mai,05/05/2026
c5f833cf-f4ce-4477-b8bc-a9ac2ada62ce,Quý cô Linh Bùi,557469660606,30/09/1950,0247310720,duongjane@yahoo.com,"1 Thành Hữu Trần
JohnThành phố, 176806",Huyết áp cao,7.0,Nhật Quang Lê,15/03/2026
e9366a85-3a46-4be3-9255-a4de9330ba83,Ông Châu Dương,527403344505,16/04/1968,0113798440,johntran@gmail.com,"0 Quý cô Kim Lê
JohnHuyện, 925115",Huyết áp cao,5.45,Ngọc Dương,06/02/2026
65262474-61a4-41ff-b00b-8b43ed3b9d13,Bác Bảo Trần,665883398741,21/04/1974,0971231660,ebui@gmail.com,"50 Hạnh Mai Đặng xã JohnHuyện, 320256",Tim mạch,6.15,Cô Bảo Vũ,19/01/2026
d5b211a9-9dec-4b83-b885-8f7e2f1a25a8,Tú Bảo Nguyễn,132579706734,06/08/1948,0076762090,john01@yahoo.com,"1 Nhật Mai
JaneHuyện, 234443",Khỏe mạnh,4.16,Quang Quang Nguyễn,10/01/2026
735d88f3-7c61-46df-915a-6b4331891f48,Trọng Thế Hoàng,996010548574,26/06/1946,0144734043,john25@gmail.com,"6 Chị Hương Mai
JaneThị xã, 566991",Huyết áp cao,9.9,Bà Thành Trần,15/01/2026
d77fbeeb-14fc-4a5d-9b4b-f377a542deb9,Kim Hải Vũ,172156229493,12/09/1949,0370096873,ibui@hotmail.com,"3 Cô Dương Nguyễn JaneQuận, 909652",Tim mạch,3.61,Duyên Trần,07/03/2026
808e08d2-5d26-4b1b-a593-b659172e8c68,Tùng Mai Bảo Hoàng,817359848840,06/04/1997,0045195778,johnvu@yahoo.com,"7 Huy Lê
JohnThành phố, 377198",Tiểu đường,6.08,Duyên Nguyễn,09/03/2026
783c91eb-635a-41f2-9c7a-f83dca9d2704,Khoa Mai,215573257375,23/11/1942,0255882556,ovu@gmail.com,"91 Thành Trần
JaneHuyện, 610511",Tim mạch,9.14,Chị Xuân Bùi,27/02/2026
a4bae8bf-83b8-4a05-93bc-0dc63ae0acdb,Anh Vũ Lê,534490216667,01/01/1949,0296575427,janemai@gmail.com,"7 An Lê
JohnQuận, 145240",Khỏe mạnh,4.28,Ông Anh Hoàng,06/01/2026
2a955908-0e50-4fd8-a598-f38392803da2,Vũ Tấn Mai,080850960858,24/04/2005,0865619425,hoangjohn@hotmail.com,"23 Anh Bảo Đặng JohnPhường, 818894",Tiểu đường,5.72,Trọng Mai,19/02/2026
33cd1d56-043d-42db-9bcb-404c21d8b96a,Bảo Hải Hoàng,749511918182,05/02/1970,0577820582,phamjohn@gmail.com,"8 Hải Trí Dương
JohnPhường, 655552",Tiểu đường,10.91,Khoa Vũ,15/02/2026
c2f43c10-e869-407c-bdcb-fffccdfba4e9,Dương Trần,819793164772,09/12/1953,0958292361,dangjane@hotmail.com,"30 Hoàng Phú Nguyễn
JohnPhường, 943356",Huyết áp cao,6.12,Cô Nhật Hoàng,21/01/2026
42e4bf01-40ee-431d-95da-d216a6cdae3c,Quý ông Huy Đặng,512957860694,23/06/1955,0618808190,dangjohn@hotmail.com,"588 Ông Quang Nguyễn
JanePhường, 244775",Tim mạch,9.97,Phúc Mai,28/02/2026
19abdc15-296b-47bf-b301-bb6cb3061300,Quý cô Chị Yến Bùi,096003562439,27/10/1993,0482357155,npham@hotmail.com,"796 Quý cô Hồng Đặng JohnXã, 139589",Khỏe mạnh,11.13,Nhật Hoàng,08/01/2026
a3ea21a2-2cde-4187-91fa-82a6c60b340c,Quý ông Bà Mai Trần,587395923234,14/06/1997,0868639561,wmai@yahoo.com,"2 Quý cô Dương Vũ JohnHuyện, 917546",Tim mạch,4.74,Bà Ngọc Bùi,18/03/2026
b4209103-bca7-46eb-83ef-0f77848ac924,Trọng Thế Hoàng,210890285155,16/02/1956,0372308172,johnduong@yahoo.com,"JaneXã
26 Nhật Thế Vũ, 456480",Tim mạch,5.69,Phúc Mai Bảo Dương,25/04/2026
400945ce-932c-4ec9-8b1b-8effd02a6cbb,Quý ông Hoàng Mai,333426433502,27/07/1991,0143643813,ktran@gmail.com,"633 Bảo Bùi JohnHuyện, 197527",Tim mạch,11.22,Minh Thế Vũ,14/03/2026
5a81762a-5059-477b-b9ff-89d92db13deb,Quý cô Phương Mai,716073607763,15/10/1971,0000413211,janetran@gmail.com,"952 Quang Vũ
JohnXã, 144316",Tim mạch,6.29,Kim Hải Vũ,06/03/2026
9313b3a7-e5a1-46e4-a188-6146fc40a3d4,Cô Dương Phạm,369112898123,22/03/2007,0471656094,dpham@hotmail.com,"80 Bà Thành Đặng
JohnPhường, 643377",Khỏe mạnh,5.69,Trung Hải Dương,30/03/2026
534fc96d-19ca-4c1b-94bc-f47a61223189,Quang Mai Bảo Dương,179556331857,28/05/1975,0565346997,john34@yahoo.com,"63 Lan Phạm
JaneThị xã, 288627",Huyết áp cao,9.61,Chị An Trần,16/04/2026
618192de-db37-4ca7-aea5-e3418e2ac3ff,Quý cô An Phạm,481700666155,20/11/1969,0990707550,edang@gmail.com,"44 Nhật Quang Lê phố JohnHuyện, 599687",Tiểu đường,10.37,Duyên Trần,04/02/2026
ee8d5daa-8eb7-4306-8f73-198e5c3d0d5f,Quý cô Duyên Lê,416431670450,02/06/1965,0476816995,john89@gmail.com,"55 Bảo Phạm
JaneThị xã, 762398",Huyết áp cao,9.81,Cô Nhật Lê,25/02/2026
d9518f98-679f-4f42-9256-d7079cc05b67,Xuân Mai,232902822700,11/06/1960,0706071748,jane90@hotmail.com,"59 Dũng Nguyễn phố JohnPhường, 346024",Huyết áp cao,5.09,Cô Hạnh Đặng,22/01/2026
efd1b588-1054-42d5-9876-35761a5ed196,Anh Vũ Vũ,934596262282,11/08/1973,0113176539,hoangjane@yahoo.com,"33 Quý cô Linh Lê JohnThành phố, 795781",Tiểu đường,6.57,Nhiên Hải Dương,08/05/2026
8c6d768e-45bc-43ba-af52-d36e8a63b93c,Thành Phạm,251207346549,28/06/1978,0705487396,nguyenjane@yahoo.com,"78 Hà Trí Nguyễn
JaneThị xã, 372427",Tim mạch,4.51,Kim Đức Mai,10/03/2026
5808d790-22e4-4628-9913-057dc21f84fc,Lan Bùi,500507026086,19/12/1935,0102908718,john50@gmail.com,"3 Dũng Dương
JaneThị xã, 362035",Huyết áp cao,7.58,Trung Dương,04/02/2026
84408e98-3d53-4c43-a015-2b5b6c17e150,Bà Mai Nguyễn,982210531611,28/05/1994,0274968049,janenguyen@gmail.com,"7 Quý cô Dương Trần JohnQuận, 152042",Tiểu đường,11.03,Linh Lê,06/02/2026
ba23b07a-703c-4286-b717-14cd200291bb,Quang Hoàng,776872904774,11/05/1946,0187274204,ztran@hotmail.com,"70 Quang Trần JaneThành phố, 669578",Tim mạch,6.27,Lâm Phú Trần,18/04/2026
f97f4994-1f38-4f55-833a-c4d6d4085391,Quý cô Bà Vi Dương,258591779323,27/05/1953,0956121377,dangjohn@yahoo.com,"64 Châu Bảo Dương JanePhường, 413328",Tiểu đường,4.1,Ngọc Vũ,24/04/2026
3c6841d6-1ce8-412f-b928-7d2637c0f87a,Bác Quang Phạm,822311649133,08/05/1993,0306260423,maijane@gmail.com,"JohnHuyện
271 Bà Ngọc Phạm, 472787",Huyết áp cao,9.78,Bảo Mai Bảo Dương,31/01/2026
a50784cb-c9df-401e-8ef0-0de1fb4f1972,Châu Đức Dương,424579889425,04/09/1985,0597371122,john10@yahoo.com,"7 Yến Trần
JaneHuyện, 971733",Tiểu đường,9.36,Nhật Tấn Dương,28/02/2026
5dfb1922-8aa6-4006-836a-db9dd1c56a00,Thành Đặng,652906032020,01/12/1988,0299077560,janebui@yahoo.com,"8 Bảo Nguyễn JaneThị xã, 772036",Tiểu đường,9.23,Bà Nhật Bùi,28/03/2026
2138e2e6-f013-4170-95cf-3b4c0b34fc84,Quang Mai,326509775396,16/10/1970,0858167046,john00@gmail.com,"539 Mai Bùi
JohnThị xã, 939930",Khỏe mạnh,10.19,Nhiên Xuân Nguyễn,08/04/2026
5e7b4866-d270-4470-aa7b-e8b1e3f342a8,Châu Trần,737948714855,06/10/1954,0861114576,janenguyen@hotmail.com,"386 Lâm Hoàng xã JohnPhường, 704570",Huyết áp cao,11.55,Bà Kim Trần,22/01/2026
81338bdc-66cc-4376-8cca-89632e2e77a4,Kim Hoàng,245787158415,29/03/2001,0832102192,ynguyen@yahoo.com,"8 Thành Phú Lê
JaneThị xã, 516379",Khỏe mạnh,5.54,Bác Hoàng Nguyễn,09/05/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Quý ông Phúc Lê,608213711842,22/03/2007,0378584712,janebui@hotmail.com,"075 Bảo Trí Đặng
JohnQuận, 368691",Tiểu đường,9.99,Chị Phương Hoàng,22/02/2026
13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b,Quang Phạm,547681826832,21/08/1995,0961803324,johnduong@gmail.com,"055 Cô Hạnh Hoàng phố JaneThành phố, 419588",Huyết áp cao,9.54,Bác Trung Lê,16/03/2026
388629ff-b2a0-4778-809d-644453ab3cce,Quang Dương,303589298808,31/03/2006,0260508018,jane35@yahoo.com,"517 Vũ Bảo Mai xã JanePhường, 236708",Tiểu đường,5.98,An Văn Đặng,05/03/2026
8fa8ae34-3233-4053-9242-ba54a6f9c0e1,Cô Vân Đặng,583825212932,24/01/1992,0498042537,phamjohn@gmail.com,"59 Ông Vũ Lê
JaneXã, 252901",Huyết áp cao,5.51,Trọng Phú Đặng,31/03/2026
da4ec04c-ba7e-4b86-81fa-d75327ef0a4b,Tú Dương,896340646867,06/02/1953,0337773126,phamjane@hotmail.com,"77 An Phú Bùi JaneXã, 606489",Khỏe mạnh,5.05,Hương Dương,29/04/2026
2b9a118e-4165-464c-8b21-a30886dc4e34,Huy Thế Dương,752401484399,20/12/1992,0881228217,nguyenjohn@gmail.com,"5 Khoa Xuân Phạm
JohnThị xã, 633243",Tim mạch,11.14,Chị Lan Đặng,24/04/2026
32e97c2d-2fb9-4ccf-9688-85c288145bde,Quý cô Hồng Vũ,106227236266,08/09/2002,0819236534,nguyenjohn@yahoo.com,"5 Hải Bùi
JohnPhường, 370196",Tim mạch,3.56,Minh Bùi,20/01/2026
23238416-a82c-4e18-a491-982be5ad481d,Anh Quang Trần,933513426192,16/05/1973,0606056035,janenguyen@yahoo.com,"5 Minh Trần JohnQuận, 424008",Khỏe mạnh,7.14,Quý cô Vi Nguyễn,01/05/2026
88702ae7-8ead-4a9a-915c-42cd51476e86,Chi Dương,372450184819,24/08/1996,0679327986,john42@hotmail.com,"42 Hà Trần phố JaneXã, 694587",Khỏe mạnh,6.05,Bác Tùng Dương,17/02/2026
22538040-7a02-4a6d-87a2-b171b02a06ee,Duyên Đặng,737418972154,27/03/1971,0239847169,qduong@gmail.com,"63 Hải Hữu Nguyễn xã JanePhường, 440677",Tim mạch,9.94,Thảo Đặng,12/04/2026
61603399-d307-4198-bc3e-b4029ba14c35,Nhật Phạm,064176927438,04/05/1943,0061812054,tranjane@hotmail.com,"6 Quý cô Ánh Nguyễn
JaneHuyện, 911259",Khỏe mạnh,3.56,Hồng Hoàng,25/02/2026
b0a0c1cd-0df6-4527-ab45-bc389cf65e33,Quý cô Minh Nguyễn,119953766014,17/12/1941,0647548954,janedang@gmail.com,"279 An Trí Nguyễn
JanePhường, 780081",Khỏe mạnh,6.09,Nhật Bùi,03/04/2026
8618e40d-15d6-4658-9ce9-dbbca25291f3,Chị Phương Bùi,448564510173,15/07/1975,0787698999,xvu@hotmail.com,"220 Hà Lê
JanePhường, 289473",Khỏe mạnh,10.39,Anh Dũng Hoàng,01/01/2026
75699aef-0320-4c4e-80cb-e188c3f0fac3,Quý ông Thảo Hoàng,973964178996,29/09/1979,0275175889,john84@yahoo.com,"71 Hương Đặng phố JohnQuận, 157738",Tiểu đường,4.43,Quý cô Thảo Vũ,29/03/2026
54c3b22e-4c66-4a4d-9a70-ea8ad6881d3e,Chị Thảo Vũ,986091919113,18/10/1965,0144449835,nguyenjane@yahoo.com,"95 Nhật Lê
JaneThị xã, 960109",Tiểu đường,9.74,Ánh Phạm,09/01/2026
